Commanded Current, Current, Commanded Velocity, Velocity, Electrical Angle, Position Error, 
313, 355, 33314, 33553, 777, -761, 
403, 396, 33762, 33580, 920, 410, 
460, 408, 33810, 33512, 40, -776, 
282, 336, 33170, 33560, 183, -495, 
254, 334, 33282, 33580, 327, 991, 
304, 307, 33666, 33567, 470, 1118, 
328, 328, 33538, 33519, 613, -574, 
404, 305, 34098, 33553, 757, 872, 
258, 201, 33218, 33587, 900, -1663, 
346, 332, 33714, 33546, 19, -1045, 
305, 324, 33714, 33540, 162, 495, 
266, 286, 33314, 33532, 306, -733, 
332, 373, 33554, 33526, 449, -438, 
309, 362, 33202, 33560, 592, -1136, 
369, 362, 33682, 33540, 736, 231, 
400, 299, 33746, 33574, 879, -481, 
417, 438, 33842, 33540, 1023, 507, 
356, 308, 33490, 33580, 142, 874, 
333, 257, 33474, 33540, 286, 103, 
272, 290, 33362, 33546, 429, -889, 
410, 345, 33874, 33574, 572, -681, 
273, 364, 33458, 33519, 716, 482, 
334, 316, 33778, 33526, 859, -126, 
310, 355, 33586, 33532, 1002, 15, 
302, 319, 33442, 33505, 121, 125, 
252, 366, 33330, 33546, 265, 219, 
396, 273, 33650, 33567, 408, -1748, 
398, 378, 33554, 33560, 551, -1212, 
281, 369, 33106, 33546, 695, -418, 
362, 382, 33554, 33532, 838, -157, 
491, 429, 34098, 33505, 982, 1060, 
318, 367, 32962, 33540, 101, -1384, 
322, 359, 33458, 33567, 245, 578, 
325, 336, 33698, 33560, 388, 1410, 
315, 325, 33490, 33567, 531, -420, 
315, 351, 33650, 33553, 675, 1400, 
355, 312, 33890, 33546, 818, 1005, 
341, 295, 33682, 33540, 961, -499, 
324, 311, 33474, 33574, 80, -467, 
280, 325, 33442, 33560, 224, 484, 
369, 284, 33698, 33546, 367, -535, 
468, 356, 34066, 33574, 510, 330, 
285, 339, 33122, 33546, 654, 389, 
341, 365, 33474, 33560, 797, 73, 
332, 390, 33362, 33574, 941, -456, 
436, 395, 33602, 33540, 60, -1432, 
386, 391, 33794, 33519, 204, 774, 
309, 339, 33570, 33567, 347, 535, 
324, 382, 33794, 33546, 490, 2001, 
367, 325, 33778, 33526, 634, 2166, 
275, 340, 33442, 33540, 777, 654, 
250, 334, 33362, 33594, 920, 581, 
448, 307, 34050, 33512, 39, -506, 
349, 250, 33666, 33546, 183, -129, 
354, 292, 33714, 33587, 326, 889, 
397, 309, 33682, 33526, 469, -1112, 
247, 388, 32882, 33540, 613, -1277, 
380, 359, 33570, 33560, 756, -596, 
404, 427, 33778, 33532, 900, 1220, 
480, 418, 33858, 33526, 19, -295, 
288, 379, 33218, 33574, 162, 517, 
295, 297, 33266, 33546, 306, -743, 
318, 307, 33522, 33526, 449, -876, 
392, 335, 33730, 33560, 593, -655, 
320, 339, 33618, 33574, 736, 286, 
303, 262, 33442, 33540, 879, -930, 
328, 368, 33666, 33560, 1023, 667, 
382, 299, 34018, 33567, 142, 2357, 
374, 304, 33826, 33540, 285, 218, 
273, 334, 33266, 33608, 428, 49, 
390, 402, 33586, 33546, 572, -512, 
310, 355, 33314, 33580, 715, -519, 
347, 408, 33570, 33567, 859, 1044, 
343, 420, 33378, 33567, 1002, 11, 
371, 305, 33394, 33532, 121, -88, 
317, 273, 33346, 33546, 265, -1331, 
269, 288, 33394, 33587, 408, -303, 
390, 348, 33890, 33532, 552, 65, 
335, 287, 33602, 33526, 695, -99, 
296, 247, 33474, 33546, 838, -843, 
376, 322, 33938, 33526, 982, 1300, 
280, 336, 33362, 33512, 101, -320, 
300, 336, 33650, 33580, 244, -595, 
339, 333, 33634, 33560, 387, 484, 
387, 451, 33810, 33587, 531, 1269, 
389, 352, 33794, 33574, 674, 1297, 
352, 300, 33474, 33560, 818, -99, 
366, 365, 33506, 33553, 961, -332, 
366, 336, 33218, 33540, 80, -1805, 
324, 322, 33458, 33546, 224, -4, 
363, 317, 33842, 33526, 367, -298, 
304, 347, 33618, 33601, 511, 1435, 
273, 323, 33410, 33553, 654, 1416, 
293, 319, 33506, 33512, 797, 1, 
274, 308, 33378, 33594, 941, -292, 
330, 262, 33330, 33587, 60, -1959, 
291, 287, 33426, 33574, 203, -658, 
304, 411, 33666, 33574, 346, 1794, 
417, 480, 34050, 33526, 490, 2287, 
267, 331, 32994, 33580, 633, -79, 
393, 370, 33730, 33546, 777, -67, 
458, 362, 33970, 33574, 920, -224, 
513, 431, 34114, 33491, 39, -254, 
334, 327, 33458, 33553, 183, 153, 
263, 320, 33346, 33580, 326, 543, 
213, 328, 33170, 33587, 470, 273, 
313, 274, 33298, 33532, 613, -1619, 
423, 269, 34114, 33560, 756, 976, 
340, 246, 33666, 33526, 900, -944, 
347, 407, 33826, 33540, 19, 94, 
216, 265, 33202, 33580, 162, 167, 
195, 307, 32978, 33546, 305, -1537, 
381, 322, 33698, 33546, 449, -498, 
335, 365, 33346, 33546, 592, -743, 
386, 333, 33778, 33553, 736, 518, 
391, 389, 33890, 33546, 879, 564, 
485, 452, 34242, 33553, 1022, 1798, 
311, 347, 33346, 33580, 142, 1195, 
340, 331, 33682, 33491, 285, 189, 
307, 319, 33682, 33532, 429, 281, 
353, 368, 33666, 33540, 572, -926, 
302, 289, 33522, 33532, 715, -97, 
326, 294, 33746, 33526, 859, 276, 
313, 318, 33618, 33567, 1002, 344, 
196, 225, 32802, 33567, 121, -1774, 
297, 352, 33618, 33560, 264, -51, 
372, 386, 33842, 33546, 408, 121, 
419, 350, 33650, 33526, 551, -1540, 
394, 358, 33746, 33526, 695, -30, 
366, 326, 33554, 33560, 838, -366, 
435, 360, 33810, 33546, 981, 153, 
329, 367, 33154, 33540, 101, -865, 
350, 402, 33762, 33567, 244, 1466, 
267, 341, 33442, 33560, 388, 608, 
374, 363, 33906, 33505, 531, 110, 
280, 274, 33410, 33601, 674, 1004, 
249, 292, 33346, 33546, 818, -40, 
307, 260, 33474, 33553, 961, -1269, 
360, 301, 33698, 33540, 80, -440, 
312, 379, 33794, 33519, 223, 1573, 
326, 346, 33666, 33553, 367, 291, 
475, 412, 34274, 33546, 510, 698, 
251, 368, 33090, 33546, 654, 342, 
364, 313, 33570, 33560, 797, -47, 
348, 350, 33442, 33546, 940, -757, 
418, 316, 33474, 33580, 60, -1141, 
240, 305, 32994, 33540, 203, -1764, 
261, 292, 33346, 33567, 347, 405, 
323, 336, 33778, 33532, 490, 1084, 
323, 297, 33570, 33519, 633, 321, 
341, 292, 33762, 33580, 777, -25, 
311, 324, 33682, 33532, 920, -296, 
339, 368, 33698, 33540, 39, -904, 
380, 225, 33922, 33580, 183, 102, 
359, 303, 33746, 33574, 326, 824, 
345, 347, 33554, 33540, 469, -772, 
331, 356, 33314, 33546, 613, -336, 
310, 336, 33266, 33560, 756, -1159, 
363, 414, 33618, 33532, 899, 328, 
360, 452, 33474, 33546, 19, -312, 
343, 357, 33474, 33574, 162, 914, 
249, 366, 33250, 33574, 306, 255, 
268, 294, 33330, 33519, 449, -804, 
369, 318, 33666, 33532, 592, 24, 
226, 309, 33106, 33580, 736, -44, 
336, 250, 33698, 33553, 879, 857, 
392, 368, 34034, 33540, 1022, 1370, 
344, 310, 33842, 33532, 142, 2446, 
350, 363, 33858, 33532, 285, 395, 
352, 299, 33602, 33567, 428, -316, 
462, 389, 33970, 33526, 572, 84, 
367, 399, 33778, 33553, 715, 863, 
328, 360, 33426, 33546, 858, 283, 
325, 439, 33330, 33560, 1002, -609, 
366, 360, 33426, 33505, 121, -314, 
394, 278, 33778, 33553, 265, -883, 
369, 274, 33874, 33560, 408, 24, 
336, 345, 33634, 33553, 552, 153, 
323, 338, 33714, 33532, 695, 239, 
342, 310, 33842, 33553, 838, 724, 
330, 308, 33666, 33553, 981, -62, 
282, 302, 33282, 33532, 101, -518, 
338, 315, 33714, 33567, 244, 144, 
441, 396, 34210, 33498, 387, 1302, 
401, 481, 33858, 33526, 531, 572, 
399, 353, 33810, 33567, 674, 622, 
336, 366, 33458, 33546, 817, 151, 
389, 399, 33650, 33526, 961, -179, 
365, 362, 33250, 33587, 80, -703, 
284, 308, 33202, 33540, 224, 140, 
340, 260, 33586, 33526, 367, -1201, 
326, 328, 33650, 33615, 511, 510, 
316, 246, 33474, 33615, 654, 1098, 
271, 318, 33378, 33505, 797, -860, 
281, 269, 33410, 33601, 940, -472, 
269, 353, 33202, 33540, 60, -1481, 
288, 328, 33554, 33560, 203, 467, 
312, 345, 33618, 33594, 346, 866, 
372, 434, 33810, 33574, 490, 1836, 
293, 412, 33266, 33540, 633, 607, 
292, 386, 33250, 33546, 776, -412, 
397, 396, 33714, 33587, 920, -104, 
438, 436, 33778, 33526, 39, -462, 
310, 398, 33538, 33560, 183, 1251, 
278, 285, 33362, 33587, 326, 321, 
246, 303, 33266, 33532, 470, -272, 
287, 269, 33218, 33553, 613, -1406, 
243, 260, 33234, 33580, 756, -533, 
296, 351, 33682, 33526, 899, 941, 
340, 387, 33778, 33587, 19, 1035, 
288, 283, 33474, 33546, 162, 138, 
271, 308, 33378, 33498, 305, -1352, 
250, 251, 32978, 33580, 449, -2099, 
331, 331, 33266, 33567, 592, -1558, 
406, 322, 33778, 33546, 735, 250, 
308, 396, 33458, 33560, 879, 301, 
475, 377, 34098, 33560, 1022, 869, 
342, 354, 33522, 33532, 142, 1619, 
255, 318, 33250, 33567, 285, -71, 
316, 244, 33522, 33560, 429, -647, 
285, 344, 33330, 33587, 572, -1183, 
280, 323, 33410, 33532, 715, -401, 
317, 316, 33730, 33553, 859, 463, 
322, 366, 33730, 33553, 1002, 1407, 
257, 288, 33186, 33512, 121, -203, 
259, 323, 33394, 33574, 264, 133, 
374, 342, 33762, 33532, 408, -523, 
448, 416, 33938, 33526, 551, -291, 
294, 333, 33282, 33608, 694, 100, 
408, 330, 33826, 33574, 838, 887, 
401, 348, 33618, 33553, 981, 40, 
243, 335, 32690, 33580, 101, -1026, 
329, 360, 33586, 33560, 244, 1530, 
351, 264, 33730, 33526, 388, 398, 
387, 345, 33874, 33526, 531, 584, 
325, 263, 33618, 33567, 674, 634, 
284, 288, 33522, 33546, 818, 51, 
344, 320, 33858, 33546, 961, 612, 
330, 298, 33570, 33567, 80, -521, 
329, 303, 33730, 33526, 223, 220, 
305, 286, 33506, 33574, 367, -474, 
413, 398, 33954, 33560, 510, 498, 
250, 337, 33074, 33540, 653, -360, 
294, 389, 33346, 33540, 797, -310, 
344, 415, 33586, 33526, 940, 78, 
299, 401, 33026, 33580, 60, -1109, 
256, 297, 33122, 33546, 203, -1299, 
335, 267, 33746, 33574, 347, 794, 
299, 286, 33666, 33567, 490, 677, 
272, 296, 33362, 33546, 633, -77, 
250, 285, 33330, 33580, 777, 102, 
331, 289, 33778, 33560, 920, 324, 
366, 340, 33826, 33567, 39, 234, 
332, 312, 33874, 33580, 182, 719, 
363, 289, 33778, 33540, 326, 11, 
376, 352, 33698, 33532, 469, -78, 
311, 333, 33154, 33560, 612, -1655, 
386, 391, 33762, 33567, 756, -308, 
322, 352, 33298, 33553, 899, -810, 
464, 438, 33954, 33574, 19, 477, 
380, 333, 33634, 33532, 162, 427, 
321, 306, 33506, 33540, 306, -331, 
283, 292, 33490, 33567, 449, 448, 
316, 312, 33362, 33546, 592, -1781, 
409, 279, 34018, 33546, 736, 615, 
285, 318, 33506, 33540, 879, -98, 
364, 354, 33890, 33560, 1022, 613, 
344, 290, 33762, 33519, 141, 1471, 
325, 285, 33634, 33601, 285, -60, 
349, 357, 33634, 33567, 428, -482, 
392, 352, 33538, 33519, 571, -1740, 
434, 360, 34034, 33540, 715, 124, 
321, 307, 33330, 33574, 858, -471, 
458, 399, 34018, 33505, 1002, 371, 
372, 245, 33250, 33546, 121, -1170, 
293, 256, 33186, 33567, 265, -1380, 
386, 272, 33874, 33574, 408, -341, 
335, 406, 33618, 33540, 551, 316, 
320, 314, 33522, 33567, 695, -341, 
277, 223, 33266, 33580, 838, -747, 
357, 336, 33810, 33519, 981, -403, 
281, 300, 33282, 33546, 100, -348, 
295, 314, 33538, 33580, 244, 120, 
352, 329, 33666, 33560, 387, 496, 
428, 448, 33970, 33574, 530, 1115, 
456, 354, 34130, 33567, 674, 1368, 
321, 352, 33346, 33546, 817, -240, 
318, 391, 33250, 33587, 961, -810, 
399, 356, 33410, 33580, 80, -1153, 
377, 276, 33586, 33540, 224, -139, 
354, 260, 33730, 33553, 367, 516, 
256, 351, 33378, 33587, 510, 230, 
290, 338, 33506, 33540, 654, 1810, 
333, 263, 33650, 33532, 797, -268, 
330, 252, 33634, 33587, 940, -32, 
376, 356, 33810, 33498, 59, -1398, 
275, 337, 33522, 33553, 203, -1, 
348, 366, 33890, 33546, 346, 226, 
410, 440, 34002, 33553, 489, 2081, 
374, 384, 33650, 33532, 633, 1108, 
326, 379, 33442, 33553, 776, 238, 
356, 428, 33618, 33574, 920, 375, 
383, 432, 33426, 33526, 39, -1915, 
322, 367, 33506, 33553, 183, 956, 
304, 296, 33538, 33546, 326, 167, 
330, 324, 33746, 33512, 469, 115, 
340, 258, 33506, 33546, 613, -1520, 
332, 319, 33778, 33553, 756, 346, 
256, 311, 33442, 33553, 899, -25, 
225, 351, 33122, 33601, 19, -844, 
212, 322, 33218, 33560, 162, 379, 
326, 293, 33586, 33540, 305, -274, 
276, 265, 33058, 33601, 448, -1661, 
313, 388, 33154, 33580, 592, -738, 
438, 365, 33986, 33540, 735, 886, 
387, 400, 33746, 33546, 879, 328, 
496, 428, 34178, 33532, 1022, 1741, 
408, 439, 33890, 33519, 142, 2784, 
325, 361, 33602, 33532, 285, 733, 
297, 399, 33634, 33553, 428, 644, 
267, 357, 33122, 33594, 572, -717, 
277, 315, 33298, 33574, 715, -721, 
257, 334, 33394, 33574, 858, 770, 
335, 362, 33778, 33553, 1002, 930, 
373, 254, 33682, 33532, 121, -206, 
306, 312, 33570, 33560, 264, -255, 
342, 341, 33570, 33546, 407, -1053, 
347, 348, 33314, 33567, 551, -1324, 
371, 376, 33714, 33540, 694, 631, 
412, 385, 33906, 33532, 838, 851, 
326, 403, 33266, 33567, 981, -470, 
354, 377, 33282, 33574, 101, -489, 
381, 313, 33746, 33574, 244, 664, 
276, 352, 33522, 33540, 387, 1102, 
351, 364, 33746, 33532, 531, -221, 
300, 347, 33586, 33560, 674, 1346, 
336, 281, 33730, 33540, 817, 733, 
324, 322, 33714, 33594, 961, 438, 
317, 302, 33426, 33594, 80, -612, 
342, 291, 33762, 33546, 223, -100, 
338, 326, 33666, 33546, 366, 105, 
308, 377, 33346, 33567, 510, 52, 
266, 347, 33122, 33546, 653, -122, 
377, 319, 33538, 33546, 797, -480, 
273, 386, 33106, 33560, 940, -1114, 
472, 433, 33906, 33526, 60, -217, 
250, 331, 33074, 33574, 203, -353, 
232, 301, 33266, 33608, 346, 1153, 
370, 313, 34002, 33580, 490, 1824, 
255, 250, 33106, 33546, 633, -1558, 
351, 316, 33842, 33532, 776, -36, 
235, 285, 33234, 33560, 920, -913, 
347, 342, 33714, 33553, 39, -566, 
317, 251, 33634, 33574, 182, -32, 
382, 278, 33874, 33546, 325, 682, 
347, 363, 33570, 33540, 469, -258, 
294, 335, 33122, 33553, 612, -814, 
397, 353, 33762, 33526, 756, -353, 
424, 398, 33890, 33560, 899, 546, 
416, 407, 33666, 33553, 18, -748, 
304, 355, 33378, 33574, 162, 296, 
286, 262, 33362, 33567, 305, -412, 
231, 273, 33154, 33567, 449, -409, 
272, 305, 33186, 33580, 592, -1604, 
350, 320, 33778, 33498, 735, -109, 
250, 286, 33378, 33601, 879, 123, 
379, 280, 33906, 33574, 1022, -251, 
280, 283, 33474, 33512, 141, -141, 
249, 317, 33378, 33580, 284, 161, 
371, 307, 33698, 33560, 428, -319, 
351, 417, 33506, 33532, 571, -1163, 
394, 319, 33794, 33540, 715, -92, 
341, 330, 33554, 33553, 858, 89, 
414, 386, 33810, 33512, 1001, -262, 
331, 297, 33250, 33540, 121, -594, 
242, 258, 33090, 33580, 264, -800, 
326, 275, 33746, 33580, 408, 219, 
304, 351, 33522, 33546, 551, -813, 
312, 233, 33570, 33601, 694, 118, 
196, 252, 33026, 33580, 838, -17, 
347, 330, 33938, 33580, 981, 1507, 
262, 304, 33314, 33574, 100, -7, 
292, 333, 33650, 33553, 244, 557, 
368, 332, 33874, 33580, 387, 1130, 
427, 403, 33970, 33560, 530, 399, 
463, 334, 34194, 33526, 674, 1857, 
413, 322, 33858, 33526, 817, 614, 
357, 366, 33538, 33587, 960, 541, 
332, 366, 33154, 33560, 80, -1802, 
337, 260, 33490, 33546, 223, -580, 
277, 350, 33602, 33532, 367, 1005, 
283, 307, 33538, 33594, 510, 702, 
297, 231, 33410, 33553, 654, 96, 
218, 245, 33090, 33532, 797, -938, 
309, 315, 33698, 33601, 940, 142, 
331, 340, 33618, 33540, 59, -457, 
299, 333, 33746, 33540, 203, 1132, 
346, 319, 33842, 33580, 346, 545, 
287, 358, 33282, 33553, 489, -717, 
347, 379, 33650, 33553, 633, 2093, 
335, 339, 33490, 33567, 776, -519, 
430, 365, 33906, 33540, 919, 253, 
465, 401, 33842, 33532, 39, -800, 
328, 286, 33442, 33560, 182, -50, 
297, 238, 33410, 33587, 326, 0, 
265, 273, 33346, 33540, 469, -1427, 
210, 287, 32962, 33574, 613, -1348, 
234, 242, 33106, 33580, 756, -960, 
261, 246, 33298, 33546, 899, -1913, 
359, 398, 33922, 33546, 18, 884, 
322, 307, 33762, 33532, 162, 1888, 
296, 385, 33586, 33526, 305, -191, 
359, 363, 33634, 33532, 448, -327, 
434, 327, 33714, 33580, 592, -132, 
373, 345, 33570, 33553, 735, 495, 
385, 372, 33714, 33580, 878, 590, 
496, 408, 34114, 33560, 1022, 997, 
299, 323, 33122, 33540, 141, -256, 
379, 287, 33714, 33553, 285, 309, 
290, 307, 33426, 33580, 428, 279, 
364, 379, 33650, 33532, 572, -272, 
383, 303, 33858, 33546, 715, 702, 
330, 330, 33762, 33532, 858, 700, 
333, 335, 33682, 33540, 1001, 416, 
268, 217, 33138, 33601, 121, -604, 
288, 308, 33490, 33587, 264, -228, 
352, 337, 33602, 33512, 407, -1578, 
458, 445, 34066, 33532, 551, 420, 
348, 367, 33618, 33553, 694, 83, 
441, 330, 33938, 33546, 837, -47, 
424, 401, 33762, 33546, 981, 207, 
325, 407, 33186, 33526, 100, -667, 
329, 304, 33490, 33580, 244, -31, 
298, 334, 33554, 33546, 387, 101, 
414, 315, 34034, 33553, 531, -496, 
302, 282, 33490, 33587, 674, 1002, 
303, 307, 33554, 33526, 817, -88, 
320, 250, 33554, 33567, 960, -579, 
395, 293, 33810, 33532, 80, -192, 
320, 318, 33762, 33560, 223, 698, 
335, 264, 33586, 33574, 366, -615, 
411, 350, 33826, 33574, 510, 644, 
204, 377, 32770, 33553, 653, -548, 
371, 343, 33538, 33540, 796, -765, 
374, 427, 33650, 33567, 940, 338, 
401, 440, 33474, 33526, 59, -1075, 
280, 390, 33298, 33560, 203, -110, 
253, 291, 33266, 33580, 346, 369, 
335, 301, 33698, 33580, 490, 1335, 
278, 270, 33234, 33567, 633, -130, 
282, 297, 33378, 33553, 776, -937, 
319, 293, 33634, 33519, 919, -823, 
345, 393, 33746, 33567, 39, 500, 
375, 289, 33938, 33553, 182, 1269, 
332, 294, 33602, 33540, 325, 214, 
377, 344, 33650, 33574, 469, -21, 
357, 376, 33458, 33540, 612, -734, 
405, 402, 33810, 33512, 755, -285, 
454, 372, 33938, 33540, 899, 390, 
459, 479, 33938, 33540, 18, 1020, 
281, 378, 33170, 33560, 162, 796, 
319, 318, 33458, 33512, 305, -901, 
375, 349, 33986, 33580, 449, 1652, 
384, 314, 33698, 33574, 592, -452, 
265, 283, 33250, 33553, 735, -884, 
328, 342, 33826, 33512, 879, 818, 
403, 274, 33938, 33615, 1022, 960, 
262, 290, 33362, 33567, 141, 235, 
384, 312, 33986, 33540, 284, 41, 
317, 332, 33410, 33553, 428, -591, 
346, 312, 33202, 33587, 571, -2518, 
327, 340, 33458, 33567, 714, -681, 
304, 344, 33298, 33560, 858, 307, 
311, 376, 33186, 33560, 1001, -1245, 
404, 288, 33474, 33526, 121, -1212, 
334, 304, 33522, 33560, 264, -99, 
353, 317, 33746, 33498, 408, -78, 
354, 347, 33570, 33553, 551, -303, 
263, 303, 33266, 33594, 694, -54, 
186, 342, 33042, 33560, 838, 447, 
416, 328, 34082, 33553, 981, 500, 
281, 296, 33282, 33553, 100, -449, 
261, 331, 33330, 33567, 243, -137, 
368, 406, 33890, 33580, 387, 2036, 
380, 418, 33618, 33567, 530, 445, 
386, 376, 33714, 33519, 673, 683, 
463, 298, 33922, 33532, 817, 152, 
411, 392, 33698, 33553, 960, 324, 
430, 435, 33650, 33532, 80, 123, 
366, 312, 33538, 33512, 223, -1076, 
255, 326, 33330, 33553, 367, 192, 
352, 331, 33778, 33567, 510, 190, 
272, 261, 33186, 33519, 653, -819, 
320, 277, 33618, 33553, 797, -140, 
250, 286, 33234, 33574, 940, -705, 
333, 355, 33506, 33505, 59, -1550, 
262, 303, 33394, 33594, 202, 552, 
327, 349, 33762, 33560, 346, 1610, 
282, 415, 33394, 33574, 489, 813, 
289, 323, 33218, 33608, 632, 758, 
296, 388, 33378, 33546, 776, 62, 
482, 324, 34018, 33532, 919, -492, 
395, 467, 33602, 33567, 39, -340, 
343, 325, 33554, 33540, 182, 118, 
327, 305, 33618, 33526, 326, 537, 
258, 299, 33314, 33560, 469, -741, 
253, 294, 33058, 33560, 612, -1467, 
338, 321, 33682, 33519, 756, 161, 
311, 290, 33570, 33540, 899, -774, 
335, 349, 33666, 33594, 18, 59, 
338, 270, 33682, 33512, 161, 505, 
205, 367, 33058, 33553, 305, -125, 
380, 372, 33730, 33553, 448, -256, 
406, 382, 33602, 33512, 591, -692, 
308, 369, 33282, 33540, 735, -321, 
456, 436, 34098, 33526, 878, 1052, 
404, 430, 33650, 33574, 1022, 1571, 
264, 327, 32978, 33567, 141, -48, 
287, 349, 33394, 33567, 285, 538, 
355, 293, 33842, 33574, 428, -43, 
356, 331, 33586, 33532, 571, -1610, 
324, 327, 33698, 33574, 715, 264, 
298, 318, 33618, 33546, 858, 263, 
405, 298, 34018, 33491, 1001, 192, 
233, 296, 33090, 33574, 120, 363, 
337, 248, 33586, 33553, 264, -620, 
321, 301, 33330, 33587, 407, -1394, 
383, 376, 33554, 33580, 550, -614, 
288, 420, 33442, 33567, 694, 616, 
313, 283, 33250, 33594, 837, -1239, 
462, 355, 33986, 33567, 981, 587, 
344, 343, 33186, 33526, 100, -1178, 
352, 326, 33650, 33526, 244, 182, 
289, 264, 33426, 33532, 387, -455, 
344, 321, 33650, 33587, 530, -294, 
325, 297, 33618, 33560, 674, 1313, 
246, 258, 33202, 33553, 817, -553, 
270, 272, 33346, 33587, 960, -898, 
402, 325, 33874, 33505, 80, -584, 
277, 333, 33442, 33532, 223, 162, 
304, 307, 33410, 33580, 366, -207, 
362, 336, 33490, 33574, 509, 34, 
315, 316, 33266, 33546, 653, -333, 
321, 375, 33426, 33560, 796, 160, 
315, 422, 33346, 33546, 940, -407, 
402, 405, 33474, 33553, 59, -1193, 
301, 332, 33346, 33587, 203, -22, 
308, 253, 33506, 33580, 346, -146, 
298, 280, 33442, 33546, 489, -387, 
236, 249, 32978, 33546, 633, -831, 
287, 286, 33426, 33560, 776, -824, 
372, 334, 34002, 33512, 919, 779, 
295, 432, 33602, 33580, 39, 919, 
240, 245, 33154, 33615, 182, 88, 
436, 238, 34018, 33526, 325, -200, 
385, 285, 33650, 33574, 468, -826, 
197, 423, 32818, 33540, 612, -732, 
330, 327, 33362, 33560, 755, -1621, 
349, 344, 33458, 33608, 899, -324, 
443, 439, 33874, 33567, 18, 373, 
337, 298, 33378, 33505, 162, 498, 
311, 311, 33570, 33567, 305, 224, 
266, 278, 33378, 33587, 448, 440, 
336, 291, 33522, 33574, 592, -1235, 
269, 250, 33282, 33540, 735, -1431, 
292, 278, 33570, 33574, 878, 238, 
384, 347, 34050, 33540, 1022, 891, 
302, 310, 33634, 33519, 141, 1606, 
395, 325, 34050, 33540, 284, 448, 
385, 311, 33730, 33477, 427, -1386, 
374, 404, 33554, 33540, 571, -1083, 
324, 384, 33586, 33546, 714, 446, 
388, 348, 33778, 33505, 858, 367, 
375, 390, 33586, 33519, 1001, -290, 
293, 340, 33122, 33574, 121, -209, 
269, 310, 33234, 33546, 264, -1097, 
241, 273, 33266, 33546, 407, -523, 
344, 405, 33730, 33540, 551, -94, 
337, 322, 33794, 33546, 694, 739, 
264, 315, 33458, 33526, 837, 268, 
280, 248, 33362, 33608, 981, -287, 
282, 284, 33346, 33546, 100, -570, 
329, 264, 33650, 33540, 243, -637, 
361, 388, 33922, 33580, 386, 1433, 
372, 450, 33746, 33567, 530, 781, 
307, 337, 33346, 33567, 673, 755, 
386, 283, 33602, 33540, 817, -106, 
338, 369, 33394, 33574, 960, -362, 
476, 352, 33778, 33512, 80, -1143, 
234, 337, 33042, 33574, 223, -408, 
235, 354, 33314, 33560, 366, 561, 
318, 363, 33682, 33574, 510, 785, 
303, 328, 33522, 33519, 653, 532, 
310, 307, 33650, 33567, 796, -126, 
353, 355, 33906, 33519, 940, 1200, 
279, 378, 33362, 33526, 59, -1100, 
264, 338, 33522, 33567, 202, 615, 
315, 321, 33666, 33567, 345, 972, 
391, 409, 33938, 33519, 489, 1396, 
288, 345, 33250, 33594, 632, 322, 
414, 350, 33922, 33540, 776, 727, 
460, 330, 33986, 33546, 919, 355, 
371, 436, 33522, 33587, 39, -302, 
363, 318, 33698, 33546, 182, 611, 
353, 311, 33858, 33526, 325, 558, 
326, 337, 33794, 33553, 469, 576, 
293, 329, 33426, 33540, 612, -400, 
322, 287, 33602, 33532, 755, 90, 
383, 308, 34034, 33532, 899, -222, 
284, 301, 33346, 33587, 18, -969, 
247, 325, 33362, 33526, 161, 469, 
228, 328, 33170, 33567, 304, -303, 
278, 357, 33234, 33580, 448, -578, 
330, 281, 33090, 33567, 591, -2578, 
377, 301, 33506, 33560, 735, -572, 
442, 414, 34034, 33560, 878, 906, 
490, 438, 34050, 33519, 1022, 779, 
300, 338, 33202, 33567, 141, 737, 
370, 245, 33570, 33567, 284, -226, 
284, 347, 33506, 33567, 428, 505, 
319, 388, 33426, 33519, 571, -1216, 
246, 333, 33298, 33615, 714, 751, 
241, 296, 33298, 33587, 858, 1153, 
324, 324, 33618, 33553, 1001, 255, 
290, 277, 33442, 33580, 120, 180, 
350, 355, 33922, 33546, 264, 1565, 
313, 319, 33426, 33560, 407, -1126, 
455, 421, 34034, 33526, 550, 648, 
309, 431, 33554, 33580, 694, 1011, 
449, 314, 33970, 33567, 837, 294, 
423, 382, 33842, 33580, 981, 475, 
368, 300, 33346, 33580, 100, -483, 
323, 310, 33458, 33574, 243, -168, 
392, 260, 33922, 33532, 387, -134, 
350, 371, 33858, 33553, 530, 436, 
326, 335, 33666, 33505, 674, 685, 
360, 238, 33778, 33546, 817, -741, 
354, 311, 33826, 33519, 960, -42, 
256, 272, 33026, 33567, 79, -1860, 
307, 315, 33602, 33560, 223, 2, 
330, 314, 33554, 33560, 366, -296, 
391, 347, 33666, 33553, 509, -694, 
342, 419, 33602, 33553, 653, 693, 
343, 345, 33490, 33580, 796, -27, 
359, 395, 33458, 33519, 939, -1021, 
374, 398, 33314, 33553, 59, -1280, 
366, 380, 33714, 33532, 202, 799, 
274, 244, 33250, 33574, 346, -856, 
267, 299, 33314, 33560, 489, -455, 
239, 285, 33058, 33608, 633, -77, 
266, 204, 33154, 33608, 776, -935, 
292, 285, 33442, 33540, 919, -1319, 
380, 341, 33826, 33560, 38, 49, 
359, 232, 33746, 33587, 182, 828, 
342, 327, 33698, 33560, 325, 613, 
343, 359, 33602, 33587, 468, -124, 
